       0        -0.4121372054        -0.9496293418         0.9496293418        -0.4121372054
       0         0.1852959369         0.3117823447        -0.3117823447         0.1852959369
      25         0.9169808981         0.4799060152        -0.4799122953         0.9169953649
      25        -0.3424318060        -0.1214669638         0.1214698009        -0.3424365874
      50        -1.0146958245         0.2025509715        -0.2025412025        -1.0147183387
      50         0.3416339761        -0.1257961252         0.1257917518         0.3416413239
      75         0.6621130615        -0.7947821725         0.7947732563         0.6621336332
      75        -0.1826573844         0.3158372358        -0.3158333320        -0.1826638926
     100        -0.0159350984         1.0340216774        -1.0340175762        -0.0159446008
     100        -0.0616123467        -0.3604854838         0.3604838415        -0.0616096990
     125        -0.6369202569        -0.8143078976         0.8143104330        -0.6369260375
     125         0.2785360777         0.2384154125        -0.2384167878         0.2785385263
     150         1.0067421872         0.2334268965        -0.2334349402         1.0067606825
     150        -0.3675961129        -0.0052962579         0.0053000229        -0.3676025327
     175        -0.9296152456         0.4506140863        -0.4506041102        -0.9296382466
     175         0.2869056315        -0.2315715580         0.2315671285         0.2869130526
     200         0.4400877773        -0.9342058785         0.9341984037         0.4401050782
     200        -0.0728608445         0.3625869769        -0.3625839159        -0.0728658240
     225         0.2443031043         1.0029203541        -1.0029187011         0.2442991765
     225        -0.1762646289        -0.3264905251         0.3264902411        -0.1762644125
     250        -0.8197186244        -0.6266098928         0.6266147936        -0.8197298063
     250         0.3453931863         0.1389479380        -0.1389505673         0.3453978527
     275         1.0309358130        -0.0273628137         0.0273535399         1.0309571367
     275        -0.3557307789         0.1142372494        -0.1142329077        -0.3557381822
     300        -0.7845741215         0.6685716641        -0.6685621402        -0.7845961223
     300         0.2014071948        -0.3163468615         0.3163427976         0.2014139090
     325         0.1903888890        -1.0125291700         1.0125236277         0.1904018071
     325         0.0473407510         0.3734908135        -0.3734888953         0.0473378490
     350         0.4876327889         0.9069318744        -0.9069327738         0.4876346781
     350        -0.2761165731        -0.2581503430         0.2581514583        -0.2761188533
     375        -0.9485799636        -0.3991143106         0.3991212478        -0.9485958119
     375         0.3789187004         0.0223583067        -0.0223619532         0.3789251352
     400         0.9881912375        -0.2851698071         0.2851599188         0.9882140049
     400        -0.3071812663         0.2257669226        -0.2257624118        -0.3071888933
     425        -0.5893887456         0.8421269296        -0.8421184855        -0.5894083280
     425         0.0926437264        -0.3715539888         0.3715506832         0.0926490105
     450        -0.0703627716        -1.0248222457         1.0248189962        -0.0703550572
     450         0.1666893765         0.3467030799        -0.3467025033         0.1666889070
     475         0.6980411974         0.7526840990        -0.7526874831         0.6980487621
     475        -0.3512887482        -0.1612057432         0.1612081719        -0.3512933483
     500        -1.0152356811        -0.1470439425         0.1470524508        -1.0152551555
     500         0.3751286599        -0.1006251919         0.1006208608         0.3751362339
     525         0.8816625796        -0.5229676949         0.5229578473         0.8816853148
     525        -0.2256963813         0.3184614166        -0.3184571647        -0.2257034367
     550        -0.3572201058         0.9600391659        -0.9600323549        -0.3572360153
     550        -0.0295917702        -0.3912039374         0.3912017189        -0.0295885137
     575        -0.3248737748        -0.9706336081         0.9706328561        -0.3248717395
     575         0.2738006311         0.2838256520        -0.2838264965         0.2738027199
     600         0.8618126712         0.5507049028        -0.5507105370         0.8618253969
     600        -0.3939969653        -0.0441407517         0.0441442870        -0.3940034799
     625        -1.0156554724         0.1127969022        -0.1127873919        -1.0156772981
     625         0.3334020407        -0.2184878418         0.2184832254         0.3334100009
     650         0.7187895738        -0.7251702967         0.7251611396         0.7188108094
     650        -0.1181226819         0.3830201968        -0.3830166143        -0.1181284088
     675        -0.1036494648         1.0148831999        -1.0148784629        -0.1036606941
     675        -0.1540864236        -0.3724595732         0.3724586763        -0.1540856094
     700        -0.5563734298        -0.8539969392         0.8539987205        -0.5563771730
     700         0.3581965016         0.1897978708        -0.1898000875         0.3582010297
     725         0.9684601322         0.3146747458        -0.3146822453         0.9684771672
     725        -0.3992782186         0.0825580554        -0.0825537241        -0.3992860476
