  7.501068299889737E-004  1.632393586574133E-004
  1.500213659977947E-003  2.265385499433073E-004
  2.250320489966921E-003  2.692633037510959E-004
  3.000427319955895E-003  2.989851261726941E-004
  3.750534149944868E-003  3.191838267097567E-004
  4.500640979933842E-003  3.321905188674443E-004
  5.250747809922815E-003  3.397892758125884E-004
  6.000854639911789E-003  3.433814404665761E-004
  6.750961469900763E-003  3.440566762711256E-004
  7.501068299889737E-003  3.426470463370924E-004
  8.251175129878710E-003  3.397771362266512E-004
  9.001281959867683E-003  3.359093283479630E-004
  9.751388789856657E-003  3.313822396533918E-004
  1.050149561984563E-002  3.264417062463613E-004
  1.125160244983460E-002  3.212648503581802E-004
  1.200170927982358E-002  3.159783095142946E-004
  1.275181610981255E-002  3.106718181881633E-004
  1.350192293980153E-002  3.054082224814714E-004
  1.425202976979050E-002  3.002308196182486E-004
  1.500213659977947E-002  2.951687196458982E-004
  1.575224342976845E-002  2.902407573420401E-004
  1.650235025975742E-002  2.854583462408338E-004
  1.725245708974639E-002  2.808275622351076E-004
  1.800256391973537E-002  2.763506661727023E-004
  1.875267074972434E-002  2.720272175088591E-004
  1.950277757971331E-002  2.678548893229514E-004
  2.025288440970229E-002  2.638300647701345E-004
  2.100299123969126E-002  2.599482731891937E-004
  2.175309806968024E-002  2.562045083030477E-004
  2.250320489966921E-002  2.525934595311568E-004
  2.325331172965818E-002  2.491096791572474E-004
  2.400341855964716E-002  2.457477020802715E-004
  2.475352538963613E-002  2.425021304900637E-004
  2.550363221962510E-002  2.393676925996248E-004
  2.625373904961408E-002  2.363392822092741E-004
  2.700384587960305E-002  2.334119841413370E-004
  2.775395270959203E-002  2.305810892999529E-004
  2.850405953958100E-002  2.278421021579487E-004
  2.925416636956997E-002  2.251907427637404E-004
  3.000427319955895E-002  2.226229448320657E-004
  3.075438002954792E-002  2.201348510863536E-004
  3.150448685953689E-002  2.177228067235241E-004
  3.225459368952587E-002  2.153833516488081E-004
  3.300470051951484E-002  2.131132119601930E-004
  3.375480734950381E-002  2.109092910355397E-004
  3.450491417949279E-002  2.087686604800335E-004
  3.525502100948176E-002  2.066885511197449E-004
  3.600512783947073E-002  2.046663441729613E-004
  3.675523466945971E-002  2.026995626902832E-004
  3.750534149944868E-002  2.007858633240087E-004
  3.825544832943766E-002  1.989230284645994E-004
  3.900555515942663E-002  1.971089587651752E-004
  3.975566198941560E-002  1.953416660625901E-004
  4.050576881940458E-002  1.936192666946504E-004
  4.125587564939355E-002  1.919399752065989E-004
  4.200598247938252E-002  1.903020984355056E-004
  4.275608930937150E-002  1.887040299581777E-004
  4.350619613936047E-002  1.871442448862796E-004
  4.425630296934945E-002  1.856212949912482E-004
  4.500640979933842E-002  1.841338041410904E-004
  4.575651662932739E-002  1.826804640310952E-004
  4.650662345931637E-002  1.812600301907573E-004
  4.725673028930534E-002  1.798713182496981E-004
  4.800683711929431E-002  1.785132004460135E-004
  4.875694394928329E-002  1.771846023612157E-004
  4.950705077927226E-002  1.758844998667401E-004
  5.025715760926124E-002  1.746119162678140E-004
  5.100726443925021E-002  1.733659196313168E-004
  5.175737126923918E-002  1.721456202850889E-004
  5.250747809922816E-002  1.709501684769459E-004
  5.325758492921713E-002  1.697787521824306E-004
  5.400769175920610E-002  1.686305950510748E-004
  5.475779858919508E-002  1.675049544816426E-004
  5.550790541918405E-002  1.664011198174936E-004
  5.625801224917303E-002  1.653184106538255E-004
  5.700811907916200E-002  1.642561752491404E-004
  5.775822590915097E-002  1.632137890338278E-004
  5.850833273913995E-002  1.621906532092640E-004
  5.925843956912892E-002  1.611861934313039E-004
  6.000854639911789E-002  1.601998585724823E-004
  6.075865322910687E-002  1.592311195576506E-004
  6.150876005909584E-002  1.582794682681537E-004
  6.225886688908482E-002  1.573444165100076E-004
  6.300897371907378E-002  1.564254950418585E-004
  6.375908054906276E-002  1.555222526588120E-004
  6.450918737905173E-002  1.546342553284955E-004
  6.525929420904071E-002  1.537610853759787E-004
  6.600940103902968E-002  1.529023407144151E-004
  6.675950786901866E-002  1.520576341184871E-004
  6.750961469900763E-002  1.512265925379459E-004
  6.825972152899661E-002  1.504088564487222E-004
  6.900982835898557E-002  1.496040792392621E-004
  6.975993518897455E-002  1.488119266299050E-004
  7.051004201896352E-002  1.480320761232664E-004
  7.126014884895250E-002  1.472642164837333E-004
  7.201025567894147E-002  1.465080472443050E-004
  7.276036250893045E-002  1.457632782391304E-004
  7.351046933891942E-002  1.450296291602089E-004
  7.426057616890840E-002  1.443068291368161E-004
  7.501068299889736E-002  1.435946163363201E-004
